1,0,40,46,20,457,0
1,0,40,46,60,457,00
1,0,40,46,100,457,0
1,0,40,46,140,457,0
1,0,40,46,180,457,0
1,0,40,46,220,457,0
1,0,40,46,260,457,0
1,0,40,46,300,457,0
1,0,40,46,340,457,0
1,0,40,46,380,457,0
1,0,40,46,420,457,0
1,0,40,46,460,457,0
1,0,40,46,500,457,0
1,0,40,46,540,457,0
1,0,40,46,580,457,0
1,0,40,46,620,457,0
1,0,40,46,660,457,0
1,0,40,46,700,457,0
1,0,40,46,740,457,0
1,0,40,46,780,457,0
0,0,40,46,780,411,0
2,0,40,46,780,365,0
3,0,40,46,780,319,0
1,0,40,46,780,273,0
1,0,40,46,740,457,0
0,0,40,46,740,411,0
2,0,40,46,740,365,0
2,0,40,46,700,365,0
3,0,40,46,740,319,0
0,0,40,46,20,273,0
0,0,40,46,60,273,0
0,0,40,46,100,273,0
0,0,40,46,140,273,0
0,0,40,46,180,273,0
0,0,40,46,220,273,0
0,0,40,46,260,273,0
0,0,40,46,300,273,0
0,0,40,46,340,273,0
0,0,40,46,380,273,0
0,0,40,46,420,273,0
0,0,40,46,460,273,0
0,0,40,46,500,273,0
0,0,40,46,540,273,0
0,0,40,46,580,273,0
0,0,40,46,620,273,0
0,0,40,46,700,411,0
0,0,40,46,660,411,0
2,0,40,46,780,227,0
3,0,40,46,780,181,0,780,0,40,56,80,350
0,0,40,46,780,135,0
2,0,40,46,780,89,0
2,0,40,46,180,89,0
2,0,40,46,220,89,0
2,0,40,46,260,89,0
2,0,40,46,300,89,0
2,0,40,46,340,89,0
2,0,40,46,380,89,0
2,0,40,46,420,89,0
2,0,40,46,460,89,0
2,0,40,46,500,89,0
2,0,40,46,540,89,0
2,0,40,46,580,89,0
2,0,40,46,620,89,0
2,0,40,46,660,89,0
2,0,40,46,740,89,0
2,0,40,46,20,227,0
2,0,40,46,60,227,0
2,0,40,46,100,227,0
2,0,40,46,140,227,0
3,0,40,46,20,181,0
3,0,40,46,60,181,0
3,0,40,46,100,181,0
0,0,40,46,20,135,0
0,0,40,46,60,135,0
2,0,40,46,20,89,0
3,0,40,46,20,411,0
2,0,40,46,20,365,0
3,0,40,46,20,319,0
