0,0,40,46,20,454,0,820,454,40,46,200,400
0,0,40,46,60,454,0
0,0,40,46,100,454,0
0,0,40,46,140,454,0
0,0,40,46,180,454,0
0,0,40,46,220,454,0
0,0,40,46,260,454,0
0,0,40,46,300,454,0
0,0,40,46,340,454,0
0,0,40,46,380,454,0
0,0,40,46,480,411,1,0,3,480,480,200,454,1,1
0,0,40,46,20,227,0
0,0,40,46,60,227,0
0,0,40,46,100,227,0
0,0,40,46,140,227,0
0,0,40,46,180,227,0
0,0,40,46,220,227,0
0,0,40,46,260,227,0
0,0,40,46,300,227,0
0,0,40,46,340,227,0
0,0,40,46,380,227,0
0,0,40,46,20,181,0
0,0,40,46,60,181,0
0,0,40,46,20,135,0
0,0,40,46,20,89,0
0,0,40,46,20,43,0
0,0,40,46,20,-3,0
0,0,40,46,140,89,0
0,0,40,46,180,89,0
0,0,40,46,220,89,0
0,0,40,46,260,89,0
0,0,40,46,300,89,0
0,0,40,46,340,89,0
0,0,40,46,380,89,0
0,0,40,46,420,89,0
0,0,40,46,460,89,0
0,0,40,46,500,89,0
0,0,40,46,540,89,0
0,0,40,46,580,89,0
0,0,40,46,580,135,0
0,0,40,46,580,181,0
0,0,40,46,580,227,0
0,0,40,46,580,273,0
0,0,40,46,580,319,0
0,0,40,46,580,365,0
0,0,40,46,580,411,0
0,0,40,46,580,457,0
0,0,40,46,780,-3,0
0,0,40,46,780,43,0
0,0,40,46,780,89,0
0,0,40,46,780,135,0
0,0,40,46,780,181,0
0,0,40,46,780,227,0
0,0,40,46,780,273,0
0,0,40,46,780,319,0
0,0,40,46,780,457,1,2,0,660,780,457,457,1,1
0,0,40,46,740,-3,0
0,0,40,46,740,43,0
0,0,40,46,740,89,0
0,0,40,46,740,135,0
0,0,40,46,740,181,0
0,0,40,46,740,227,0
0,0,40,46,740,273,0
0,0,40,46,740,319,0
