0,0,40,46,20,113,0
0,0,40,46,60,113,0
0,0,40,46,100,113,0
0,0,40,46,140,113,0,800,100,40,46,20,40
0,0,40,46,180,205,1,2,2,180,380,205,405,1,1
0,0,40,46,500,457,0
0,0,40,46,540,457,0
0,0,40,46,580,457,0
0,0,40,46,620,457,0
0,0,40,46,660,457,0
0,0,40,46,700,457,0
0,0,40,46,740,457,0
0,0,40,46,780,457,0
0,0,40,46,540,411,0
0,0,40,46,580,411,0
0,0,40,46,620,411,0
0,0,40,46,660,411,0
0,0,40,46,700,411,0
0,0,40,46,740,411,0
0,0,40,46,780,411,0
0,0,40,46,580,365,0
0,0,40,46,620,365,0
0,0,40,46,660,365,0
0,0,40,46,700,365,0
0,0,40,46,740,365,0
0,0,40,46,780,365,0
0,0,40,46,620,319,0
0,0,40,46,660,319,0
0,0,40,46,700,319,0
0,0,40,46,740,319,0
0,0,40,46,780,319,0
0,0,40,46,660,273,0
0,0,40,46,700,273,0
0,0,40,46,740,273,0
0,0,40,46,780,273,0
0,0,40,46,700,227,0
0,0,40,46,740,227,0
0,0,40,46,780,227,0
0,0,40,46,740,181,0
0,0,40,46,780,181,0
0,0,40,46,780,135,0
